year,month,MKT,REG,PEAD,HMLM,STR,ILR,SMB,EPRD
2005,9,0.0049,0.002596,0.0325,-0.005328047,-0.0369,0.083959,-0.0036,-0.017983
2005,10,-0.0202,-0.005479,-0.0051,-0.002373334,0.0161,-0.042895,-0.0143,0.062567
2005,11,0.0361,-0.006024,0.0091,-0.004864787,0.001,0.001266,0.0084,-0.009943
2005,12,-0.0025,0.010851,-0.0092,0.004511687,0.0204,0.028296,-0.002,-0.014286
2006,1,0.0304,0.008754,-0.0032,-0.009919982,-0.01,0.066609,0.0577,-0.014306
2006,2,-0.003,-0.010037,-0.0063,0.010173691,0.0339,-0.086158,-0.0043,0.023516
2006,3,0.0146,-0.007847,0.0205,-0.00818164,-8.00E-04,-0.013137,0.034,-0.009021
2006,4,0.0073,-0.001292,0.0066,0.013447061,-0.0034,0.055352,-0.0085,-0.030477
2006,5,-0.0357,-0.01598,0.0132,0.02565086,-4.00E-04,-0.027557,-0.0286,0.01454
2006,6,-0.0035,0.006258,0.0134,0.002366604,-0.0057,0.022846,-0.0022,0.028302
2006,7,-0.0078,0.032009,-0.0114,0.023317501,0.0022,0.062504,-0.0364,-0.018004
2006,8,0.0203,-0.001446,-0.0182,-0.004986534,0.0177,0.027439,0.0042,-0.021509
2006,9,0.0184,0.009511,-0.004,0.005346266,0.0076,0.045576,-0.0143,0.032736
2006,10,0.0323,0.00445,-0.0256,0.002806058,-0.0026,0.003248,0.0195,-0.000321
2006,11,0.0171,-0.008997,6.00E-04,0.000480838,-0.0091,0.016531,0.0073,-0.02027
2006,12,0.0087,-0.012249,-0.0059,0.024013282,0.0241,-0.013204,-0.008,0.007457
2007,1,0.014,0.000683,-0.0078,-0.00363142,0.0109,-0.030151,9.00E-04,-0.007957
2007,2,-0.0196,-0.000687,-0.0051,0.005021668,0.0018,0.039487,0.0128,0.000226
2007,3,0.0068,-0.002037,0.0138,-0.005905168,-0.0205,0.009265,0.0018,-0.030711
2007,4,0.0349,0.011127,-0.0164,-0.006899576,-0.0031,0.01369,-0.0206,0.003209
2007,5,0.0324,0.001331,0.0129,0.000490665,-0.0099,0.034385,0.0038,-0.002057
2007,6,-0.0196,-0.005937,0.0147,-0.01185263,-0.0065,0.032748,0.0075,-0.002268
2007,7,-0.0373,0.000496,0.0135,-0.044558799,-0.0358,0.044426,-0.0298,0.039021
2007,8,0.0092,0.004943,0.0063,-0.017508107,-0.0261,0.02992,-0.0038,0.026164
2007,9,0.0322,-0.004745,0.0358,-0.028184447,0.0036,0.071322,-0.0242,0.00107
2007,10,0.018,0.003453,0.012,-0.051609755,-0.0396,0.070293,-4.00E-04,0.024952
2007,11,-0.0483,0.014361,-0.0031,-0.017455225,-0.0169,0.010009,-0.0302,0.03797
2007,12,-0.0087,0.010642,0.0302,-0.02240224,-0.0205,0.019782,0.0018,0.001345
2008,1,-0.0636,-0.008164,-0.0293,0.079656004,0.0693,-0.043849,-0.0061,0.034526
2008,2,-0.0309,0.0136,-0.0012,-0.043007716,0.0505,-0.086986,-0.0064,-0.002211
2008,3,-0.0093,-0.000305,-0.0061,-0.009724149,-0.0037,-0.017615,0.0061,0.043495
2008,4,0.046,0.033207,-0.0061,-0.008493142,0.0313,-0.104744,-0.0119,0.007161
2008,5,0.0186,0.000761,0.0185,-0.052548199,-0.0228,0.095795,0.0302,-0.012107
2008,6,-0.0844,0.010367,0.0329,-0.090754818,-0.0709,0.159584,0.0119,-0.008309
2008,7,-0.0077,-0.000734,-0.0474,0.045447198,0.0787,-0.069385,0.037,0.083221
2008,8,0.0153,0.02079,-0.0267,0.037178835,-0.0051,0.022883,0.034,0.027047
2008,9,-0.0924,0.034517,0.0129,0.018056561,-0.0375,0.239788,0.0025,0.089829
2008,10,-0.1723,0.067538,0.0173,-0.060133317,-0.0937,0.124664,-0.0328,0.158828
2008,11,-0.0786,0.021843,0.0063,-0.076354219,-0.0999,0.070538,-0.0392,0.128103
2008,12,0.0174,-0.008413,-0.0178,0.053666844,0.0546,-0.041066,0.0331,0.008674
2009,1,-0.0812,0.024051,0.0067,-0.053677112,0.0019,-0.048499,-0.0208,0.015908
2009,2,-0.101,0.028875,0.0193,-0.091444371,-0.0701,0.089281,-0.013,0.090797
2009,3,0.0895,0.000801,-0.0063,0.076490596,0.0304,0.013402,0.0066,-0.000879
2009,4,0.1018,-0.017967,-0.0903,0.268644126,-0.0652,0.126645,0.0704,-0.234383
2009,5,0.0521,-0.005583,-0.0324,0.061035924,-0.0271,-0.086713,-0.0231,-0.049976
2009,6,0.0043,0.024952,-0.023,-0.020870804,0.048,-0.03267,0.0231,0.024909
2009,7,0.0772,-0.010287,0.0149,0.060091839,0.0443,-0.088995,0.024,-0.039518
2009,8,0.0333,-0.015815,-7.00E-04,0.07927193,-0.0208,0.039364,-8.00E-04,-0.022383
2009,9,0.0408,-0.026301,0.009,0.018342804,0.0112,0.012504,0.0272,-0.046603
2009,10,-0.0259,0.029368,-0.0186,-0.016528036,0.0214,0.041717,-0.0492,0.024117
2009,11,0.0556,-0.003254,3.00E-04,-0.006561067,0.0045,-0.046333,-0.0268,0.014131
2009,12,0.0275,-0.00126,-0.0088,0.000730629,0.0146,-0.064016,0.0624,-0.012868
2010,1,-0.0336,-0.006848,-0.0251,0.032768313,0.0364,-0.027712,0.0035,0.030307
2010,2,0.034,-0.005169,-0.0012,0.008241065,0.0163,-0.077328,0.0151,-0.020236
2010,3,0.0631,-0.016988,-0.0146,0.020608347,0.008,0.027182,0.0185,0.008551
2010,4,0.02,-0.023485,-0.0174,0.027283589,-0.0186,0.082067,0.0498,-0.03288
2010,5,-0.0789,0.017369,0.0124,-0.017134331,0.0052,0.00022,4.00E-04,0.048454
2010,6,-0.0557,0.019251,0.0268,-0.025730499,-0.0487,0.071798,-0.0247,0.054802
2010,7,0.0693,0.003616,-0.0181,0.01940324,0.0411,-0.046656,0.0016,-0.051969
2010,8,-0.0477,-0.006431,0.0252,-0.015024732,0.01,-0.026824,-0.0311,0.012703
2010,9,0.0954,0.000482,0.0257,-0.013902987,0.0329,-0.110154,0.0376,-0.013014
2010,10,0.0388,0.004416,0.0164,-0.018615082,-0.0134,-0.018829,0.0086,-0.004365
2010,11,0.006,-0.006138,0.0037,-0.011363431,-0.0095,0.030658,0.0366,0.000746
2010,12,0.0682,-0.022435,-0.0218,0.037867772,0.0228,0.010995,0.0098,-0.082389
2011,1,0.0199,-0.013438,-5.00E-04,0.010828214,-9.00E-04,0.037694,-0.0237,-0.007311
2011,2,0.0349,-0.008146,0.0219,0.001875613,-0.0069,-0.002536,0.0161,-0.024687
2011,3,0.0046,0.002831,0.0076,-0.015884645,-0.0086,0.055541,0.0264,-0.009429
2011,4,0.029,0.010881,-0.0036,-0.016654976,-0.0108,-0.035688,-0.005,0.031069
2011,5,-0.0127,0.013797,-0.0054,-0.010268983,-0.0122,0.026185,-0.0071,0.0438
2011,6,-0.0175,0.010009,0.0113,-0.010095757,-0.0093,0.008996,0.0013,0.003636
2011,7,-0.0235,0.00659,0.0072,-0.017779949,-0.0109,-0.001231,-0.0122,0.038179
2011,8,-0.0599,0.027195,0.0106,-0.021501554,-0.0135,0.051709,-0.0322,0.08964
2011,9,-0.0759,0.04899,0.0771,-0.019948087,-0.0957,0.142257,-0.0367,0.112365
2011,10,0.1135,-0.017028,-0.0538,0.022069634,0.1221,-0.163716,0.0348,-0.094705
2011,11,-0.0028,0.012147,0.0274,-0.012424446,0.0125,0.01578,-0.0028,-0.006573
2011,12,0.0074,-0.006067,-0.0046,0.014757592,-0.0154,0.02871,-0.0033,0.025756
2012,1,0.0505,-0.01312,-0.0139,0.009497862,0.0656,-0.032489,0.0207,0.015291
2012,2,0.0442,0.000126,0.0023,0.006713149,-0.0034,-0.027812,-0.0171,0.003171
2012,3,0.0311,0.017917,0.0084,-0.003331454,-0.008,0.059024,-0.0049,0.057702
2012,4,-0.0085,-0.003668,-0.0045,-0.015769394,-0.0046,0.013594,-0.0054,0.022885
2012,5,-0.0619,0.02338,-0.0122,-0.01334919,-0.0334,0.003337,-0.001,0.075691
2012,6,0.0389,0.003348,0.0192,0.00429867,-0.0079,0.017248,0.0081,-0.021881
2012,7,0.0079,0.009827,0.0112,-0.006558305,0.0148,-0.001963,-0.0276,0.029269
2012,8,0.0255,-0.004037,-0.0247,0.012184144,0.0303,-0.074349,0.0045,-0.004002
2012,9,0.0273,-0.006612,9.00E-04,0.012490384,-0.0019,0.046383,0.0064,-0.029058
2012,10,-0.0176,-0.037334,0.007,0.032343296,0.0025,-0.006314,-0.0091,-0.057615
2012,11,0.0078,0.00152,0.0072,-0.009393809,0.0091,-0.022712,0.0044,0.00338
2012,12,0.0118,-0.026321,-0.008,0.028455723,0.0018,-0.004708,0.0192,-0.051572
2013,1,0.0557,-0.01638,0.004,0.011518989,-0.0142,0.008166,0.0046,-0.051284
2013,2,0.0129,0.004262,0.0162,-0.000963302,-0.0119,0.033133,-0.0029,0.004321
2013,3,0.0403,-0.01161,0.0082,-0.002580959,-0.0186,0.04011,0.0087,-0.017736
2013,4,0.0155,-0.002819,-0.0225,-0.001610815,-0.0119,0.03209,-0.0224,0.00589
2013,5,0.028,-0.014219,-0.0012,0.012871754,0.0164,-0.013743,0.0208,-0.024839
2013,6,-0.012,0.005964,0.0164,0.000584167,0.005,-0.017812,0.0156,0.003624
2013,7,0.0565,-0.01124,0.0136,0.006660625,0.0192,0.038204,0.0181,0.017297
2013,8,-0.0271,0.001587,0.0068,-0.008997003,-0.0081,0.016236,-7.00E-04,-0.011497
2013,9,0.0377,-0.010133,0.0125,-0.013989587,-0.0046,-0.020202,0.0265,-0.034087
2013,10,0.0418,0.007823,0.0076,0.007244411,-0.0014,-0.009817,-0.015,-0.015926
2013,11,0.0313,0.012051,-0.0063,-0.005184703,0.0067,-0.004667,0.014,0.044685
2013,12,0.0281,-0.017385,-0.0091,-0.005092755,0.0135,-0.002719,-0.0044,-0.003789
2014,1,-0.0332,0.003524,0.001,-0.00901427,0.0033,-0.011285,0.0059,0.005799
2014,2,0.0465,-0.000343,0.0151,-0.009496538,-0.0019,0.02748,0.0016,-0.018772
2014,3,0.0043,0.015414,-0.0152,0.034415816,0.0266,-0.035931,-0.0113,0.005691
2014,4,-0.0019,0.006894,-0.0305,0.024334649,-0.021,0.015605,-0.0413,-0.002448
2014,5,0.0206,0.005021,0.0062,-0.004387289,0.0047,-0.048393,-0.0189,-0.01384
2014,6,0.0261,0.002626,6.00E-04,-0.002620486,-0.0051,-0.028166,0.031,-0.044639
2014,7,-0.0204,0.012346,0.0059,0.002014955,0.0265,-0.035962,-0.0426,-0.004505
2014,8,0.0424,0.00233,-0.011,-0.0098923,0.0161,0.000441,0.003,0.019189
2014,9,-0.0197,0.021813,0.0302,-0.025027733,-0.0019,-0.004807,-0.0372,0.054143
2014,10,0.0252,-0.001556,0.0248,-0.024236325,-0.026,0.074907,0.0377,0.052661
2014,11,0.0255,0.004488,0.0182,-0.030306061,-0.0329,0.066557,-0.0224,0.059075
2014,12,-6.00E-04,0.002952,0.0212,-0.000266323,-0.0102,0.030602,0.0286,0.012293
2015,1,-0.0311,0.014077,-0.002,-0.039119565,-0.004,0.135877,-0.009,0.038116
2015,2,0.0613,-0.008935,-0.0228,-0.002017899,0.0353,-0.05371,0.003,-0.007101
2015,3,-0.0112,-0.00018,0.0224,-0.022612658,-0.0012,-0.015503,0.031,0.009956
2015,4,0.0059,-0.002334,-0.0338,0.044017509,0.0413,-0.114605,-0.0308,-0.035602
2015,5,0.0136,0.002893,-0.0034,-0.034324661,0.0245,-0.080969,0.0081,0.017564
2015,6,-0.0153,-0.006691,0.0197,-0.02427356,-0.0358,0.051957,0.0288,0.013038
2015,7,0.0154,0.026044,0.0575,-0.057387904,-0.0496,0.094587,-0.0459,0.061276
2015,8,-0.0604,0.002546,-0.001,0.019811523,0.0151,-0.03925,0.0027,-0.007107
2015,9,-0.0307,0.034688,0.0268,-0.025185719,-0.0321,-0.066578,-0.0279,0.05218
2015,10,0.0775,0.010524,-0.014,0.005255547,0.009,0.092966,-0.0206,-0.080605
2015,11,0.0056,0.004729,0.0111,-0.026536288,0.001,-0.054609,0.033,0.004817
2015,12,-0.0217,0.032155,1.00E-04,-0.035095375,0.0115,-0.016154,-0.0297,0.045105
2016,1,-0.0577,0.04792,0.0076,-0.006408785,-0.0286,0.052441,-0.0342,0.060994
2016,2,-7.00E-04,-0.001342,-0.0367,0.022042492,-0.01,0.037879,0.0093,0.031162
2016,3,0.0696,-0.027595,-0.0127,0.071333052,0.0155,0.055009,0.0101,-0.055926
2016,4,0.0091,-0.052387,-0.0286,0.08539808,0.0037,0.091883,0.0115,-0.028824
2016,5,0.0178,0.022386,-0.0271,-0.036972446,0.0011,-0.09786,-0.0064,0.024525
2016,6,-5.00E-04,-0.00874,0.0326,-0.006430302,0.0144,-0.099724,0.0044,0.048915
2016,7,0.0395,0.022517,-0.0105,-0.018475304,0.0455,-0.040977,0.0248,-0.029176
2016,8,0.0049,-0.003863,-0.0108,0.013762952,-0.0035,-0.04753,0.0169,-0.01348
2016,9,0.0025,-0.009297,0.0392,-0.002939846,3.00E-04,-0.036482,0.0186,-0.04022
2016,10,-0.0202,0.020286,-0.0136,0.026503308,0.0255,0.025471,-0.0404,-0.013066
2016,11,0.0486,-0.025273,0.0232,0.052205683,0.0029,0.002296,0.0704,-0.02793
2016,12,0.0181,0.008567,-0.0168,0.027942947,-0.0118,-0.055618,0.0041,-0.003505
2017,1,0.0194,0.006337,-0.0165,-0.005412743,0.0334,0.009783,-0.0143,0.007316
2017,2,0.0357,0.023822,-0.0134,-0.017404278,-0.0106,-0.013256,-0.0223,0.03876
2017,3,0.0017,0.012449,0.0166,-0.026090425,-0.0083,0.001691,0.0074,0.009908
2017,4,0.0109,0.01684,0.0072,-0.025904754,-0.021,-0.020865,0.0047,0.014005
2017,5,0.0106,0.026917,0.015,-0.04783706,-0.0339,0.037984,-0.0304,0.03755
2017,6,0.0078,-0.018761,-0.0065,0.017138091,0.0408,-0.022866,0.0257,0.018192
2017,7,0.0187,0.010232,0.0086,-0.002255434,0.0202,-0.05285,-0.0162,-0.00373
2017,8,0.0016,0.015301,0.0121,-0.027017645,-0.0034,0.028262,-0.0182,0.027858
2017,9,0.0251,-0.017976,-0.0202,0.022248099,0.0279,0.009659,0.0474,-0.026338
2017,10,0.0225,0.028974,0.0107,-0.024714269,-0.0073,0.013968,-0.0195,0.000154
2017,11,0.0312,0.011391,0.0058,-0.001328058,0.0043,-0.005077,-0.0035,0.021039
2017,12,0.0106,-0.010643,-0.0013,0.016887439,-0.0076,-0.067877,-0.0107,-0.029078
2018,1,0.0558,0.026001,0.0299,-0.026941743,0.0074,-0.016309,-0.0325,0.013874
2018,2,-0.0365,0.04466,0.013,-0.031631971,-0.0105,0.031106,0.0033,0.02791
2018,3,-0.0235,0.004646,-0.0028,0.008932303,0.003,-0.028159,0.0359,-0.011836
2018,4,0.0029,-0.008116,-0.0072,0.021414606,-0.0078,0.01553,0.009,-0.01547
2018,5,0.0265,0.02242,0.0177,-0.03262677,-0.0012,-0.009985,0.0478,-0.006724
2018,6,0.0048,0.000886,0.0074,0.00189163,0.0065,0.000975,0.008,-0.007898
2018,7,0.0319,0.014167,-0.0224,0.002453909,0.0173,-0.058032,-0.0194,-0.00474
2018,8,0.0344,0.041681,0.0577,-0.048165052,0.0152,0.024563,0.0063,0.119516
2018,9,6.00E-04,0.00973,0.0086,-0.001301464,8.00E-04,0.039204,-0.0249,0.006098
2018,10,-0.0768,-0.007515,-5.00E-04,0.03371213,0.0127,-0.022012,-0.0446,0.059378
2018,11,0.0169,0.027812,0.0021,-0.014089402,0.0126,-0.038726,-0.0077,-0.03281
2018,12,-0.0955,0.025216,0.0211,-0.025266929,-0.0164,-0.048924,-0.029,0.011023
2019,1,0.0841,-0.071495,-0.027,0.030542593,0.0819,-0.052728,0.0301,-0.040673
2019,2,0.034,0.012502,0.0028,-0.027543247,-6.00E-04,0.049338,0.0172,0.043627
2019,3,0.011,0.006624,-0.0018,-0.025829585,9.00E-04,-0.025702,-0.0347,0.026598
2019,4,0.0397,0.010648,0.0165,0.006483591,0.0088,0.008829,-0.0114,0.008372
2019,5,-0.0694,0.00169,0.0186,-0.038731807,0.008,0.003597,-0.0158,0.022038
2019,6,0.0693,-0.003229,0.02,-0.002908536,0.0379,-0.037764,0.0036,0.036545
2019,7,0.0119,0.013086,0.0237,-0.010237589,-0.0019,0.02431,-0.0187,0.043262
2019,8,-0.0258,0.014881,0.0441,-0.052644683,-0.0232,0.02218,-0.0322,0.04448
2019,9,0.0143,-0.018666,-0.0228,0.059249985,0.0504,-0.010672,0.003,0.004003
2019,10,0.0207,0.01945,2.00E-04,-0.02427705,-0.0041,0.030575,0.0022,0.041766
2019,11,0.0387,-0.006457,-0.0036,-0.017941357,-0.002,0.051115,0.0049,0.010455
2019,12,0.0277,-0.008055,-0.0052,0.033690317,0.0069,-0.046776,0.0095,0.007899
2020,1,-0.001,0.024784,-0.0059,-0.082733246,0.0257,-0.009713,-0.044,0.047967
2020,2,-0.0813,0.014416,0.006,-0.030345568,-0.0242,0.03133,-1.00E-04,0.005097
2020,3,-0.1338,0.118307,0.0639,-0.144099581,-0.1175,-0.004583,-0.0836,0.096192
2020,4,0.1365,-0.022196,-0.0245,0.104743896,0.1582,0.040347,0.0266,0.001983
2020,5,0.0558,0.006912,0.0019,-0.036013635,-0.0324,0.012007,0.0202,0.046413
2020,6,0.0246,0.017125,0.0439,-0.003201826,-0.019,-0.029741,0.0194,0.077827
2020,7,0.0577,0.017869,0.0206,-0.048650238,-0.0325,0.056618,-0.0317,0.006917
2020,8,0.0763,-0.016586,0.0245,-0.003220444,-0.0228,0.054939,-0.0092,-0.018438
2020,9,-0.0363,0.008326,-0.0085,-0.031159799,0.0046,-0.006203,1.00E-04,0.058972
2020,10,-0.021,0.000772,-0.0115,0.030540588,0.0064,0.004884,0.0466,0.012623
2020,11,0.1247,-0.096046,-0.0232,0.126476119,0.0302,0.015022,0.0699,-0.013506
2020,12,0.0463,-0.009909,-0.0021,-0.00589212,-0.0306,0.053841,0.0473,-0.001424
2021,1,-3.00E-04,-0.072774,-0.0354,0.004769411,0.0074,0.098473,0.0677,-0.006534
2021,2,0.0278,-0.05474,0.0055,0.100839362,0.045,-0.022012,0.0453,-0.020171
2021,3,0.0308,-0.01476,-0.0303,0.065416415,-0.0087,0.072904,-0.0093,-0.005557
2021,4,0.0493,0.021879,0.0241,0.001179324,0.0132,0.013825,-0.031,-0.002927
2021,5,0.0029,-0.017836,0.0253,0.065734128,0.0134,-0.124751,0.0119,0.025113
2021,6,0.0275,0.037346,-0.0197,-0.05017873,0.0311,-0.025103,-0.0028,0.039151
2021,7,0.0127,0.052153,0.0048,-0.01005425,-0.0067,-0.000482,-0.0455,0.046761
2021,8,0.0291,0.022894,0.0022,-0.011435226,-0.0155,0.029802,-0.0078,0.01196
2021,9,-0.0437,-0.047885,-0.0019,0.054705185,0.0079,0.027627,0.0121,-0.021055
2021,10,0.0665,0.035182,0.0311,-0.016656976,-0.0161,0.019637,-0.0271,0.026409
2021,11,-0.0155,0.049244,0.011,-0.021198129,-0.0261,0.068495,-0.0173,0.100804
2021,12,0.031,0.011868,-5.00E-04,0.036391632,-0.0034,0.01675,-0.0069,0.023719
